idTicket,idEmpresa,empresaNombre,idUsuario,fechaEmision,horaEmision,metodoPago,estacion,lineas,baseImponible,iva,total,moneda,tipoDocumento
T-B81EFF13AEA3,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-03,20:15:40,Tarjeta de empresa,"{'id': '9975', 'nombre': 'PERTROPRIX', 'provincia': 'SEVILLA', 'municipio': 'SEVILLA', 'direccion': 'CALLE METALURGIA, S/N', 'lat': 37.40375, 'lon': -5.96025, 'grupo': 'PERTROPRIX', 'nifEmpresa': 'Q0876038A'}","[{'producto': 'Gasolina 95 E5', 'litros': 33.34, 'precioUnitario': 1.532, 'importe': 51.08}]",42.21,8.87,51.08,EUR,Factura simplificada
T-43D34CD217D2,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-26,19:05:43,Tarjeta de empresa,"{'id': '9741', 'nombre': 'SHELL', 'provincia': 'SEVILLA', 'municipio': 'GINES', 'direccion': 'AVENIDA EUROPA, 2', 'lat': 37.383056, 'lon': -6.086167, 'grupo': 'SHELL', 'nifEmpresa': 'S0348247H'}","[{'producto': 'Gasóleo A', 'litros': 29.91, 'precioUnitario': 1.459, 'importe': 43.64}]",36.07,7.57,43.64,EUR,Factura simplificada
T-70325821342E,EMP001,Transporte_01 S.L.,EMP001-U003,2025-06-16,02:48:22,Efectivo,"{'id': '11579', 'nombre': 'SHELL', 'provincia': 'ZAMORA', 'municipio': 'VILLALPANDO', 'direccion': 'AUTOVIA A-6 KM. 231', 'lat': 41.826778, 'lon': -5.379944, 'grupo': 'SHELL', 'nifEmpresa': 'E32480865'}","[{'producto': 'Gasóleo Premium', 'litros': 38.93, 'precioUnitario': 1.536, 'importe': 59.8}]",49.42,10.38,59.8,EUR,Factura simplificada
T-F72C8D2B6645,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-07,07:46:21,Tarjeta de empresa,"{'id': '10012', 'nombre': 'GALP ', 'provincia': 'SEVILLA', 'municipio': 'VISO DEL ALCOR (EL)', 'direccion': 'POLIGONO INDUSTRIAL POLIVISO PARCELA 2-3', 'lat': 37.400194, 'lon': -5.709028, 'grupo': 'GALP ', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasolina 95 E5', 'litros': 61.11, 'precioUnitario': 1.513, 'importe': 92.46}]",76.41,16.05,92.46,EUR,Factura simplificada
T-3B4AD32963D0,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-25,14:27:02,Tarjeta de empresa,"{'id': '777', 'nombre': 'BP NIJAR', 'provincia': 'ALMERÍA', 'municipio': 'NÍJAR', 'direccion': 'CARRETERA AL-340 ALMERIA-NIJAR KM. 30', 'lat': 36.94925, 'lon': -2.205833, 'grupo': 'BP NIJAR', 'nifEmpresa': 'Z74846775'}","[{'producto': 'Gasolina 95 E5', 'litros': 55.15, 'precioUnitario': 1.485, 'importe': 81.9}]",67.69,14.21,81.9,EUR,Factura simplificada
T-869AC03A7C0D,EMP001,Transporte_01 S.L.,EMP001-U003,2025-07-21,09:50:31,Tarjeta de empresa,"{'id': '6791', 'nombre': 'REPSOL', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'PASEO SANTA MARIA DE LA CABEZA, 18', 'lat': 40.405639, 'lon': -3.69525, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 53.62, 'precioUnitario': 1.738, 'importe': 93.19}]",77.02,16.17,93.19,EUR,Factura simplificada
T-D3E9A5B0AF04,EMP001,Transporte_01 S.L.,EMP001-U003,2025-05-10,15:39:58,Tarjeta de empresa,"{'id': '7219', 'nombre': 'REPSOL', 'provincia': 'MADRID', 'municipio': 'SAN SEBASTIÁN DE LOS REYES', 'direccion': 'CL AVDA TENERIFE, 18', 'lat': 40.56025, 'lon': -3.620056, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 29.06, 'precioUnitario': 1.754, 'importe': 50.97}]",42.12,8.85,50.97,EUR,Factura simplificada
T-1FF18A673609,EMP001,Transporte_01 S.L.,EMP001-U003,2025-06-28,19:39:18,Tarjeta de empresa,"{'id': '3134', 'nombre': 'SHELL', 'provincia': 'CÁDIZ', 'municipio': 'JEREZ DE LA FRONTERA', 'direccion': 'CARRETERA CIRCUNVALACION KM. 639,8', 'lat': 36.684333, 'lon': -6.153028, 'grupo': 'SHELL', 'nifEmpresa': 'U58404492'}","[{'producto': 'Gasolina 98 E5', 'litros': 63.12, 'precioUnitario': 1.666, 'importe': 105.16}]",86.91,18.25,105.16,EUR,Factura simplificada
T-33FB540337A5,EMP001,Transporte_01 S.L.,EMP001-U003,2025-02-27,05:52:56,Tarjeta de empresa,"{'id': '367', 'nombre': 'MORA', 'provincia': 'ALICANTE', 'municipio': 'ELCHE/ELX', 'direccion': 'CALLE ALMANSA, 62', 'lat': 38.278972, 'lon': -0.719639, 'grupo': 'MORA', 'nifEmpresa': 'F55886758'}","[{'producto': 'Gasóleo Premium', 'litros': 34.38, 'precioUnitario': 1.534, 'importe': 52.74}]",43.59,9.15,52.74,EUR,Factura simplificada
T-D1C954B14C31,EMP001,Transporte_01 S.L.,EMP001-U003,2025-06-10,05:00:33,Tarjeta de empresa,"{'id': '6572', 'nombre': 'MOEVE', 'provincia': 'MADRID', 'municipio': 'BRUNETE', 'direccion': 'CARRETERA M-501 KM. 17,2', 'lat': 40.394472, 'lon': -3.990639, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 98 E5', 'litros': 32.02, 'precioUnitario': 1.74, 'importe': 55.71}]",46.04,9.67,55.71,EUR,Factura simplificada
T-4BE1A38D1504,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-10,13:51:03,Tarjeta de empresa,"{'id': '6599', 'nombre': 'CEPSA', 'provincia': 'MADRID', 'municipio': 'COLLADO VILLALBA', 'direccion': 'AUTOPISTA AP-6 (MRG.IZDO.) KM. 42,3', 'lat': 40.642583, 'lon': -4.039111, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasóleo Premium', 'litros': 62.77, 'precioUnitario': 1.539, 'importe': 96.6}]",79.83,16.77,96.6,EUR,Factura simplificada
T-4FF0132B8BCB,EMP001,Transporte_01 S.L.,EMP001-U003,2025-07-08,10:33:17,Tarjeta de empresa,"{'id': '1729', 'nombre': 'REPSOL', 'provincia': 'BALEARS (ILLES)', 'municipio': 'SANT LLORENÇ DES CARDASSAR', 'direccion': 'CARRETERA CARRET.PORTO CRISTO-SON SERVERA,KM.5,200 KM. 5,200', 'lat': 39.5805, 'lon': 3.361611, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 53.2, 'precioUnitario': 1.5, 'importe': 79.8}]",65.95,13.85,79.8,EUR,Factura simplificada
T-A4ADF1C53F6C,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-10,21:36:18,Tarjeta de empresa,"{'id': '5920', 'nombre': 'CAMPSA', 'provincia': 'JAÉN', 'municipio': 'ÚBEDA', 'direccion': 'AVENIDA CRISTO REY, S/N', 'lat': 38.014389, 'lon': -3.383806, 'grupo': 'CAMPSA', 'nifEmpresa': 'Z70289517'}","[{'producto': 'Gasóleo Premium', 'litros': 16.19, 'precioUnitario': 1.565, 'importe': 25.34}]",20.94,4.4,25.34,EUR,Factura simplificada
T-6C2101FD94E4,EMP001,Transporte_01 S.L.,EMP001-U003,2025-02-14,06:57:37,Efectivo,"{'id': '3810', 'nombre': 'DURAMAX', 'provincia': 'CIUDAD REAL', 'municipio': 'POZUELO DE CALATRAVA', 'direccion': 'CARRETERA CM-412 KM. 11', 'lat': 38.914806, 'lon': -3.836639, 'grupo': 'DURAMAX', 'nifEmpresa': 'G26217455'}","[{'producto': 'Gasóleo Premium', 'litros': 35.8, 'precioUnitario': 1.553, 'importe': 55.6}]",45.95,9.65,55.6,EUR,Factura simplificada
T-1D844E5B4843,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-01,19:50:05,Efectivo,"{'id': '10666', 'nombre': 'REPSOL', 'provincia': 'TOLEDO', 'municipio': 'TOLEDO', 'direccion': 'CL NOGUERAS, 5', 'lat': 39.871444, 'lon': -3.947917, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo Premium', 'litros': 54.95, 'precioUnitario': 1.541, 'importe': 84.68}]",69.98,14.7,84.68,EUR,Factura simplificada
T-3C57F9277757,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-14,18:02:36,Tarjeta de empresa,"{'id': '8926', 'nombre': 'REPSOL', 'provincia': 'PONTEVEDRA', 'municipio': 'PORRIÑO (O)', 'direccion': 'CARRETERA PO-510 KM. 1,2', 'lat': 42.126889, 'lon': -8.615, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo Premium', 'litros': 67.81, 'precioUnitario': 1.572, 'importe': 106.6}]",88.1,18.5,106.6,EUR,Factura simplificada
T-8028787B3D2F,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-11,19:44:28,Tarjeta de empresa,"{'id': '6594', 'nombre': 'ENI', 'provincia': 'MADRID', 'municipio': 'COBEÑA', 'direccion': 'CARRETERA M-103 KM. 6,210', 'lat': 40.578333, 'lon': -3.508917, 'grupo': 'ENI', 'nifEmpresa': 'P3431611G'}","[{'producto': 'Gasóleo Premium', 'litros': 34.57, 'precioUnitario': 1.54, 'importe': 53.24}]",44.0,9.24,53.24,EUR,Factura simplificada
T-7270D68E39DD,EMP001,Transporte_01 S.L.,EMP001-U003,2025-02-18,15:35:32,Tarjeta de empresa,"{'id': '1751', 'nombre': 'REPSOL', 'provincia': 'BALEARS (ILLES)', 'municipio': 'SINEU', 'direccion': 'CARRETERA PM-324 KM. 11,5', 'lat': 39.646083, 'lon': 3.006083, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo Premium', 'litros': 52.43, 'precioUnitario': 1.535, 'importe': 80.48}]",66.51,13.97,80.48,EUR,Factura simplificada
T-D359ED76D35F,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-16,20:36:51,Tarjeta de empresa,"{'id': '8646', 'nombre': 'MOEVE', 'provincia': 'PALMAS (LAS)', 'municipio': 'PALMAS DE GRAN CANARIA (LAS)', 'direccion': 'CARRETERA CTRA. GRAL. DE TENOYA, 1 FINCA EL CANONIGO KM. 1', 'lat': 28.107806, 'lon': -15.489361, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasolina 95 E5', 'litros': 32.66, 'precioUnitario': 1.507, 'importe': 49.22}]",40.68,8.54,49.22,EUR,Factura simplificada
T-2DA2A535FF64,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-15,01:29:45,Tarjeta de empresa,"{'id': '572', 'nombre': 'POLAGAS', 'provincia': 'ALICANTE', 'municipio': 'SANTA POLA', 'direccion': 'CALLE LOS MARINEROS, 1', 'lat': 38.208806, 'lon': -0.57875, 'grupo': 'POLAGAS', 'nifEmpresa': 'R8692221H'}","[{'producto': 'Gasóleo A', 'litros': 26.42, 'precioUnitario': 1.444, 'importe': 38.15}]",31.53,6.62,38.15,EUR,Factura simplificada
T-A297AD33D157,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-17,06:19:37,Tarjeta de empresa,"{'id': '3375', 'nombre': 'REPSOL', 'provincia': 'CANTABRIA', 'municipio': 'REINOSA', 'direccion': 'AVENIDA CANTABRIA, 73', 'lat': 43.003861, 'lon': -4.131667, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo Premium', 'litros': 32.42, 'precioUnitario': 1.519, 'importe': 49.25}]",40.7,8.55,49.25,EUR,Factura simplificada
T-C6124BCAA78B,EMP001,Transporte_01 S.L.,EMP001-U003,2025-06-21,00:46:34,Tarjeta de empresa,"{'id': '9906', 'nombre': 'E.S. SAN LAZARO', 'provincia': 'SEVILLA', 'municipio': 'SEVILLA', 'direccion': 'AVDA. DOCTOR FEDRIANI, 40 (BARRIADA BACHILLERA)', 'lat': 37.414389, 'lon': -5.983528, 'grupo': 'E.S. SAN LAZARO', 'nifEmpresa': 'S4074821B'}","[{'producto': 'Gasolina 98 E5', 'litros': 52.0, 'precioUnitario': 1.717, 'importe': 89.28}]",73.79,15.49,89.28,EUR,Factura simplificada
T-1E9198C70898,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-30,10:42:25,Efectivo,"{'id': '4514', 'nombre': 'MEROIL', 'provincia': 'CUENCA', 'municipio': 'HINOJOSOS (LOS)', 'direccion': 'CALLE JOSE ANTONIO VALVELDE 41, 0,400', 'lat': 39.608722, 'lon': -2.827167, 'grupo': 'MEROIL', 'nifEmpresa': 'A64743677'}","[{'producto': 'Gasóleo Premium', 'litros': 23.94, 'precioUnitario': 1.583, 'importe': 37.9}]",31.32,6.58,37.9,EUR,Factura simplificada
T-A026A7D6B35B,EMP001,Transporte_01 S.L.,EMP001-U003,2025-06-17,04:13:07,Tarjeta de empresa,"{'id': '920', 'nombre': 'PETROPRIX', 'provincia': 'ARABA/ÁLAVA', 'municipio': 'VITORIA-GASTEIZ', 'direccion': 'CALLE PORTAL DE GAMARRA, 35', 'lat': 42.872556, 'lon': -2.658583, 'grupo': 'PETROPRIX', 'nifEmpresa': 'B23709892'}","[{'producto': 'Gasolina 95 E5', 'litros': 78.04, 'precioUnitario': 1.524, 'importe': 118.93}]",98.29,20.64,118.93,EUR,Factura simplificada
T-2ED80E121ADC,EMP001,Transporte_01 S.L.,EMP001-U003,2025-06-14,14:41:08,Tarjeta de empresa,"{'id': '3575', 'nombre': 'GALP', 'provincia': 'CASTELLÓN / CASTELLÓ', 'municipio': 'NULES', 'direccion': 'CARRETERA CV226 KM. 26,6', 'lat': 39.841639, 'lon': -0.180861, 'grupo': 'GALP', 'nifEmpresa': 'A28559573'}","[{'producto': 'Gasóleo A', 'litros': 42.93, 'precioUnitario': 1.436, 'importe': 61.65}]",50.95,10.7,61.65,EUR,Factura simplificada
T-49852FC8F1E3,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-13,06:18:33,Tarjeta de empresa,"{'id': '4415', 'nombre': 'CEPSA', 'provincia': 'CORUÑA (A)', 'municipio': 'SANTIAGO DE COMPOSTELA', 'direccion': 'RUA DO AMIO -P.I.COSTA VELLA, 32', 'lat': 42.901806, 'lon': -8.512139, 'grupo': 'CEPSA', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasóleo Premium', 'litros': 42.26, 'precioUnitario': 1.528, 'importe': 64.57}]",53.36,11.21,64.57,EUR,Factura simplificada
T-46DA995EA8D1,EMP001,Transporte_01 S.L.,EMP001-U003,2025-05-01,11:24:23,Tarjeta de empresa,"{'id': '2489', 'nombre': 'PETRO VALLES', 'provincia': 'BARCELONA', 'municipio': 'TERRASSA', 'direccion': 'AVENIDA JAIME I, 1', 'lat': 41.569278, 'lon': 2.025444, 'grupo': 'PETRO VALLES', 'nifEmpresa': 'A39533948'}","[{'producto': 'Gasolina 95 E5', 'litros': 34.88, 'precioUnitario': 1.541, 'importe': 53.75}]",44.42,9.33,53.75,EUR,Factura simplificada
T-BBC24DC89946,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-04,17:40:32,Efectivo,"{'id': '5482', 'nombre': 'COMBUSTIBLES Y LUBRICANTES LA NICOBA, S.L.', 'provincia': 'HUELVA', 'municipio': 'HUELVA', 'direccion': 'CARRETERA H-101 KM. 0,280', 'lat': 37.302972, 'lon': -6.88825, 'grupo': 'COMBUSTIBLES Y LUBRICANTES LA NICOBA, S.L.', 'nifEmpresa': 'H47095211'}","[{'producto': 'Gasolina 98 E5', 'litros': 42.68, 'precioUnitario': 1.732, 'importe': 73.92}]",61.09,12.83,73.92,EUR,Factura simplificada
T-06F979480519,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-26,18:42:42,Tarjeta de empresa,"{'id': '8604', 'nombre': 'REPSOL', 'provincia': 'PALMAS (LAS)', 'municipio': 'ARUCAS', 'direccion': 'CARRETERA LOS CASTILLOES KM. S/N', 'lat': 28.086778, 'lon': -15.54225, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo A', 'litros': 54.34, 'precioUnitario': 1.414, 'importe': 76.84}]",63.5,13.34,76.84,EUR,Factura simplificada
T-93115450C2C3,EMP001,Transporte_01 S.L.,EMP001-U003,2025-04-03,10:32:18,Tarjeta de empresa,"{'id': '8504', 'nombre': 'REPSOL', 'provincia': 'PALENCIA', 'municipio': 'MAGAZ DE PISUERGA', 'direccion': 'CARRETERA N-620 KM. 76', 'lat': 41.986639, 'lon': -4.416639, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 62.23, 'precioUnitario': 1.671, 'importe': 103.99}]",85.94,18.05,103.99,EUR,Factura simplificada
T-5CD7E703B11A,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-31,12:25:25,Efectivo,"{'id': '470', 'nombre': 'REPSOL', 'provincia': 'ALICANTE', 'municipio': 'MUTXAMEL', 'direccion': 'CARRETERA CV 800 KM. 0,750', 'lat': 38.427167, 'lon': -0.434583, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo A', 'litros': 20.11, 'precioUnitario': 1.421, 'importe': 28.58}]",23.62,4.96,28.58,EUR,Factura simplificada
T-0A6809E278C0,EMP001,Transporte_01 S.L.,EMP001-U003,2025-07-06,13:11:20,Tarjeta de empresa,"{'id': '5586', 'nombre': 'REPSOL', 'provincia': 'HUESCA', 'municipio': 'BINÉFAR', 'direccion': 'CARRETERA N-240 KM. 129,8', 'lat': 41.827972, 'lon': 0.311167, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 34.47, 'precioUnitario': 1.688, 'importe': 58.19}]",48.09,10.1,58.19,EUR,Factura simplificada
T-07A32C8D281F,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-07,12:51:36,Tarjeta de empresa,"{'id': '6809', 'nombre': 'MOEVE', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'AUTOVIA A-3 KM. 7,1', 'lat': 40.392167, 'lon': -3.625083, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasóleo Premium', 'litros': 73.49, 'precioUnitario': 1.559, 'importe': 114.57}]",94.69,19.88,114.57,EUR,Factura simplificada
T-068CC0979105,EMP001,Transporte_01 S.L.,EMP001-U003,2025-01-06,02:05:46,Tarjeta de empresa,"{'id': '4815', 'nombre': 'ESCLATOIL', 'provincia': 'GIRONA', 'municipio': ""CASTELLÓ D'EMPÚRIES"", 'direccion': 'CARRER SANT MAURICI, 21', 'lat': 42.256611, 'lon': 3.10675, 'grupo': 'ESCLATOIL', 'nifEmpresa': 'P2368516G'}","[{'producto': 'Gasóleo A', 'litros': 30.39, 'precioUnitario': 1.456, 'importe': 44.25}]",36.57,7.68,44.25,EUR,Factura simplificada
T-2293F42E6EC2,EMP002,Transporte_02 S.L.,EMP002-U001,2025-04-18,11:06:58,Tarjeta de empresa,"{'id': '3786', 'nombre': 'REPSOL', 'provincia': 'CIUDAD REAL', 'municipio': 'MANZANARES', 'direccion': 'AUTOVIA A-4 KM. 162', 'lat': 39.108861, 'lon': -3.37825, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 40.5, 'precioUnitario': 1.498, 'importe': 60.67}]",50.14,10.53,60.67,EUR,Factura simplificada
T-8E82AF13303E,EMP002,Transporte_02 S.L.,EMP002-U001,2025-04-11,22:25:05,Tarjeta de empresa,"{'id': '8199', 'nombre': 'REPSOL', 'provincia': 'NAVARRA', 'municipio': 'BERRIOZAR', 'direccion': 'CARRETERA AVD. GUIPUZCOA N-240 KM. 4', 'lat': 42.836861, 'lon': -1.672889, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo A', 'litros': 23.84, 'precioUnitario': 1.428, 'importe': 34.04}]",28.13,5.91,34.04,EUR,Factura simplificada
T-B5A35430EDCE,EMP002,Transporte_02 S.L.,EMP002-U001,2025-03-21,10:09:48,Efectivo,"{'id': '6782', 'nombre': 'U.S. BRAVO-GESLAMA', 'provincia': 'MADRID', 'municipio': 'MADRID', 'direccion': 'CALLE BRAVO MURILLO, 012', 'lat': 40.434806, 'lon': -3.704167, 'grupo': 'U.S. BRAVO-GESLAMA', 'nifEmpresa': 'X37098597'}","[{'producto': 'Gasóleo Premium', 'litros': 61.75, 'precioUnitario': 1.54, 'importe': 95.1}]",78.6,16.5,95.1,EUR,Factura simplificada
T-D9045463D666,EMP002,Transporte_02 S.L.,EMP002-U001,2025-01-08,18:25:39,Tarjeta de empresa,"{'id': '2090', 'nombre': 'ESCLATOIL', 'provincia': 'BARCELONA', 'municipio': ""LLIÇÀ D'AMUNT"", 'direccion': 'AVENIDA PAÏSOS CATALANS, 17', 'lat': 41.605833, 'lon': 2.243639, 'grupo': 'ESCLATOIL', 'nifEmpresa': 'S4612004D'}","[{'producto': 'Gasolina 98 E5', 'litros': 33.64, 'precioUnitario': 1.733, 'importe': 58.3}]",48.18,10.12,58.3,EUR,Factura simplificada
T-D9855EAEC00C,EMP002,Transporte_02 S.L.,EMP002-U001,2025-01-07,06:33:28,Tarjeta de empresa,"{'id': '10751', 'nombre': 'REPSOL', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'ALBORAYA', 'direccion': 'CARRETERA ALBORAYA - TAVERNES KM. 1,7', 'lat': 39.501778, 'lon': -0.356611, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo Premium', 'litros': 61.77, 'precioUnitario': 1.531, 'importe': 94.57}]",78.16,16.41,94.57,EUR,Factura simplificada
T-5DF1A0212BCF,EMP002,Transporte_02 S.L.,EMP002-U001,2025-04-07,03:58:41,Tarjeta de empresa,"{'id': '5711', 'nombre': 'MOLGAS', 'provincia': 'JAÉN', 'municipio': 'ANDÚJAR', 'direccion': 'AUTOPISTA 4A KM. 316,7', 'lat': 38.043611, 'lon': -3.984944, 'grupo': 'MOLGAS', 'nifEmpresa': 'J69261790'}","[{'producto': 'Gasolina 98 E5', 'litros': 64.16, 'precioUnitario': 1.67, 'importe': 107.15}]",88.55,18.6,107.15,EUR,Factura simplificada
T-AB3B7F8DF55D,EMP002,Transporte_02 S.L.,EMP002-U001,2025-06-19,16:08:37,Tarjeta de empresa,"{'id': '2428', 'nombre': 'REPSOL', 'provincia': 'BARCELONA', 'municipio': 'SANTA PERPÈTUA DE MOGODA', 'direccion': 'CALLE LAS PALMAS, S/N', 'lat': 41.531944, 'lon': 2.193889, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasóleo Premium', 'litros': 45.83, 'precioUnitario': 1.517, 'importe': 69.52}]",57.45,12.07,69.52,EUR,Factura simplificada
T-89A3F3595D01,EMP002,Transporte_02 S.L.,EMP002-U001,2025-04-02,13:40:47,Tarjeta de empresa,"{'id': '43', 'nombre': 'MOEVE', 'provincia': 'ALBACETE', 'municipio': 'ALBACETE', 'direccion': 'AUTOVIA A-30 KM. 239,4', 'lat': 39.060528, 'lon': -1.933056, 'grupo': 'MOEVE', 'nifEmpresa': 'A28003119'}","[{'producto': 'Gasóleo A', 'litros': 48.3, 'precioUnitario': 1.433, 'importe': 69.21}]",57.2,12.01,69.21,EUR,Factura simplificada
T-5451EF950080,EMP002,Transporte_02 S.L.,EMP002-U001,2025-03-24,02:21:47,Tarjeta de empresa,"{'id': '1400', 'nombre': 'REPSOL', 'provincia': 'BADAJOZ', 'municipio': 'LOBÓN', 'direccion': 'CR A-5, 369,8', 'lat': 38.840194, 'lon': -6.646389, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 46.13, 'precioUnitario': 1.709, 'importe': 78.84}]",65.16,13.68,78.84,EUR,Factura simplificada
T-64F6856D98F3,EMP002,Transporte_02 S.L.,EMP002-U001,2025-03-01,18:33:31,Efectivo,"{'id': '3005', 'nombre': 'CAMPSA', 'provincia': 'CÁDIZ', 'municipio': 'ALCALÁ DEL VALLE', 'direccion': 'CR CA-455, 0,8', 'lat': 36.894722, 'lon': -5.163833, 'grupo': 'CAMPSA', 'nifEmpresa': 'B06431712'}","[{'producto': 'Gasóleo A', 'litros': 48.06, 'precioUnitario': 1.417, 'importe': 68.1}]",56.28,11.82,68.1,EUR,Factura simplificada
T-CA42AF0C4A6E,EMP002,Transporte_02 S.L.,EMP002-U001,2025-05-25,00:57:07,Tarjeta de empresa,"{'id': '6601', 'nombre': 'REPSOL', 'provincia': 'MADRID', 'municipio': 'COLLADO VILLALBA', 'direccion': 'CR M-601 1,0 (M-601 km 1,00)', 'lat': 40.646167, 'lon': -4.006556, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 98 E5', 'litros': 40.25, 'precioUnitario': 1.744, 'importe': 70.2}]",58.02,12.18,70.2,EUR,Factura simplificada
T-BA6E6DF8F54E,EMP002,Transporte_02 S.L.,EMP002-U001,2025-05-15,07:56:11,Tarjeta de empresa,"{'id': '899', 'nombre': 'REPSOL', 'provincia': 'ARABA/ÁLAVA', 'municipio': 'VITORIA-GASTEIZ', 'direccion': 'CALLE PORTAL DE CASTILLA, 32', 'lat': 42.842833, 'lon': -2.682278, 'grupo': 'REPSOL', 'nifEmpresa': 'A78374725'}","[{'producto': 'Gasolina 95 E5', 'litros': 43.34, 'precioUnitario': 1.509, 'importe': 65.4}]",54.05,11.35,65.4,EUR,Factura simplificada
T-9E81675BD9B0,EMP002,Transporte_02 S.L.,EMP002-U001,2025-03-10,15:45:17,Tarjeta de empresa,"{'id': '11180', 'nombre': 'BP PUERTO DE SAGUNTO', 'provincia': 'VALENCIA / VALÈNCIA', 'municipio': 'SAGUNTO/SAGUNT', 'direccion': 'AVENIDA PERIODISTA AZZATI, ', 'lat': 39.66825, 'lon': -0.224972, 'grupo': 'BP PUERTO DE SAGUNTO', 'nifEmpresa': 'J39335294'}","[{'producto': 'Gasolina 98 E5', 'litros': 35.2, 'precioUnitario': 1.724, 'importe': 60.68}]",50.15,10.53,60.68,EUR,Factura simplificada
T-6119F71382B4,EMP002,Transporte_02 S.L.,EMP002-U001,2025-03-29,22:42:58,Efectivo,"{'id': '5923', 'nombre': 'EUROIL LA RECTA', 'provincia': 'JAÉN', 'municipio': 'ÚBEDA', 'direccion': 'N-322 km 151.800', 'lat': 38.031389, 'lon': -3.334167, 'grupo': 'EUROIL LA RECTA', 'nifEmpresa': 'Z84210202'}","[{'producto': 'Gasolina 95 E5', 'litros': 52.44, 'precioUnitario': 1.519, 'importe': 79.66}]",65.83,13.83,79.66,EUR,Factura simplificada
T-59660C41D631,EMP002,Transporte_02 S.L.,EMP002-U001,2025-07-08,01:36:05,Tarjeta de empresa,"{'id': '2439', 'nombre': 'CARREFOUR', 'provincia': 'BARCELONA', 'municipio': 'SANTA SUSANNA', 'direccion': 'POLIGONO POLÍGONO 1 DE LA RIERA , PARCELAS  FR6-FR7, S/N', 'lat': 41.635417, 'lon': 2.712333, 'grupo': 'CARREFOUR', 'nifEmpresa': 'C02402683'}","[{'producto': 'Gasóleo A', 'litros': 34.97, 'precioUnitario': 1.408, 'importe': 49.24}]",40.69,8.55,49.24,EUR,Factura simplificada
