tipoDocumento,concesionaria,autopista,fechaHora,categoriaVehiculo,importe,ivaIncluido,formaPago,referencia,idEmpresa,empresaNombre,idUsuario,provincia,tramo,entrada,salida
Peaje,Estatal,AP-61,2025-03-13 13:17:36,LIGEROS,"0,90 €",IVA incluido,Tarjeta de empresa,PASO-DEE728E8,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,San Rafael – Otero de Herreros,San Rafael,Otero de Herreros
Peaje,Estatal,AP-7,2025-04-06 06:26:32,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-F01E37C0,EMP001,Transporte_01 S.L.,EMP001-U5,ALICANTE,784 San Javier (Sur)-Acceso aeropuerto – 786 Los Alcazares (Norte),784 San Javier (Sur)-Acceso aeropuerto,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-01-21 04:12:06,LIGEROS,"3,70 €",IVA incluido,Tarjeta de empresa,PASO-903676B3,EMP001,Transporte_01 S.L.,EMP001-U5,VALENCIA / VALÈNCIA,Troncal de San Pedro de Alcantara – ,Troncal de San Pedro de Alcantara,
Peaje,Estatal,AP-61,2025-01-27 20:09:47,LIGEROS,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-4A18F727,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,Otero de Herreros – Hontoria,Otero de Herreros,Hontoria
Peaje,Estatal,AP-7,2025-03-03 20:52:33,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-92A0B44A,EMP001,Transporte_01 S.L.,EMP001-U5,CASTELLÓN / CASTELLÓ,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-03-28 15:30:49,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-34080350,EMP001,Transporte_01 S.L.,EMP001-U5,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-06-20 13:12:35,LIGEROS,"2,75 €",IVA incluido,Efectivo,PASO-087ACB5F,EMP001,Transporte_01 S.L.,EMP001-U5,MÁLAGA,754 Carretera San Miguel Benijofar – 770 El Pilar de la Horadada (Norte),754 Carretera San Miguel Benijofar,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-68,2025-04-06 03:45:46,LIGEROS,"10,60 €",IVA incluido,Efectivo,PASO-49B7E94A,EMP001,Transporte_01 S.L.,EMP001-U5,ZARAGOZA,Autop. Burgos – Lodosa,Autop. Burgos,Lodosa
Peaje,Estatal,AP-61,2025-04-16 02:40:40,LIGEROS,"0,70 €",IVA incluido,Efectivo,PASO-B9D90B20,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,Otero de Herreros – Ortigosa,Otero de Herreros,Ortigosa
Peaje,Estatal,AP-7,2025-02-06 13:46:29,LIGEROS,"1,15 €",IVA incluido,Tarjeta de empresa,PASO-A23F9EE0,EMP001,Transporte_01 S.L.,EMP001-U5,BARCELONA,Acceso de Manilva – ,Acceso de Manilva,
Peaje,Estatal,AP-61,2025-02-02 08:55:34,LIGEROS,"0,80 €",IVA incluido,Tarjeta de empresa,PASO-D53FDA5D,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,Conexión AP-6 (El Espinar) – Otero de Herreros,Conexión AP-6 (El Espinar),Otero de Herreros
Peaje,Estatal,AP-7,2025-01-12 12:04:49,LIGEROS,"9,20 €",IVA incluido,Efectivo,PASO-2177B2FD,EMP001,Transporte_01 S.L.,EMP001-U5,GIRONA,Málaga – Estepona,Málaga,Estepona
Peaje,Estatal,AP-7,2025-02-16 16:22:21,LIGEROS,"3,40 €",IVA incluido,Efectivo,PASO-5703E1E1,EMP001,Transporte_01 S.L.,EMP001-U5,GIRONA,Calahonda – Marbella,Calahonda,Marbella
Peaje,Estatal,AP-7,2025-03-01 23:55:00,LIGEROS,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-D43F5887,EMP001,Transporte_01 S.L.,EMP001-U5,ALICANTE,740 Almoradí-Formentera – 770 El Pilar de la Horadada (Norte),740 Almoradí-Formentera,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-68,2025-04-08 12:02:12,LIGEROS,"19,55 €",IVA incluido,Tarjeta de empresa,PASO-4C11BE7C,EMP001,Transporte_01 S.L.,EMP001-U5,ZARAGOZA,Subijana – Tudela,Subijana,Tudela
Peaje,Estatal,AP-68,2025-07-10 22:27:05,LIGEROS,"30,60 €",IVA incluido,Tarjeta de empresa,PASO-80301B9E,EMP001,Transporte_01 S.L.,EMP001-U5,BIZKAIA,Llodio – Gallur,Llodio,Gallur
Peaje,Estatal,AP-7,2025-04-09 00:09:43,LIGEROS,"3,70 €",IVA incluido,Tarjeta de empresa,PASO-474DAD67,EMP001,Transporte_01 S.L.,EMP001-U5,GIRONA,Marbella – Estepona,Marbella,Estepona
Peaje,Estatal,AP-7,2025-05-11 16:54:32,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-673D1C4C,EMP001,Transporte_01 S.L.,EMP001-U5,VALENCIA / VALÈNCIA,758 San Miguel de Salinas-Torrevieja – 780 San Javier (Norte)-Sucina,758 San Miguel de Salinas-Torrevieja,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-61,2025-04-27 17:39:06,LIGEROS,"1,50 €",IVA incluido,Tarjeta de empresa,PASO-2F97925A,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,San Rafael – Ortigosa,San Rafael,Ortigosa
Peaje,Estatal,AP-7,2025-02-05 16:37:24,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-4D34366A,EMP001,Transporte_01 S.L.,EMP001-U5,TARRAGONA,758 San Miguel de Salinas-Torrevieja – 763 La Zenia Urbanizaciones,758 San Miguel de Salinas-Torrevieja,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-6,2025-04-24 16:17:18,LIGEROS,"8,75 €",IVA incluido,Efectivo,PASO-67920B74,EMP001,Transporte_01 S.L.,EMP001-U5,MADRID,San Rafael – Adanero,San Rafael,Adanero
Peaje,Estatal,AP-7,2025-05-19 19:29:29,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-C6BCE019,EMP001,Transporte_01 S.L.,EMP001-U5,ALICANTE,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-66,2025-02-23 08:29:36,LIGEROS,"9,95 €",IVA incluido,Tarjeta de empresa,PASO-D38FC299,EMP001,Transporte_01 S.L.,EMP001-U5,ASTURIAS,Oblanca – León,Oblanca,León
Peaje,Estatal,AP-7,2025-05-14 10:52:03,LIGEROS,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-1DE0870B,EMP001,Transporte_01 S.L.,EMP001-U5,BARCELONA,Troncal de Calahonda – ,Troncal de Calahonda,
Peaje,Estatal,AP-7,2025-02-10 15:19:32,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-724A1E17,EMP001,Transporte_01 S.L.,EMP001-U5,BARCELONA,758 San Miguel de Salinas-Torrevieja – 780 San Javier (Norte)-Sucina,758 San Miguel de Salinas-Torrevieja,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-7,2025-02-09 13:21:23,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-DD118D27,EMP001,Transporte_01 S.L.,EMP001-U6,BARCELONA,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-71,2025-06-08 14:16:04,LIGEROS,"3,12 €",IVA incluido,Tarjeta de empresa,PASO-DD63CA56,EMP001,Transporte_01 S.L.,EMP001-U6,LEÓN,Villadangos – Astorga,Villadangos,Astorga
Peaje,Estatal,AP-61,2025-06-01 17:09:10,LIGEROS,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-20DDA451,EMP001,Transporte_01 S.L.,EMP001-U6,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-06-29 16:28:06,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-C6012B3E,EMP001,Transporte_01 S.L.,EMP001-U6,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 775 Los Tárragas,754 Carretera San Miguel Benijofar,775 Los Tárragas
Peaje,Estatal,AP-7,2025-03-14 23:55:00,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-1A3A2FEE,EMP001,Transporte_01 S.L.,EMP001-U6,ALICANTE,763 La Zenia Urbanizaciones – 790 Los Alcazares (Centro)-Torre Pacheco,763 La Zenia Urbanizaciones,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-66,2025-02-07 20:19:32,LIGEROS,"4,15 €",IVA incluido,Tarjeta de empresa,PASO-6C8BD717,EMP001,Transporte_01 S.L.,EMP001-U6,ASTURIAS,Oblanca – La Magdalena,Oblanca,La Magdalena
Peaje,Estatal,AP-61,2025-07-14 14:11:56,LIGEROS,"2,85 €",IVA incluido,Efectivo,PASO-39EE8157,EMP001,Transporte_01 S.L.,EMP001-U6,MADRID,Conexión AP-6 (El Espinar) – Segovia,Conexión AP-6 (El Espinar),Segovia
Peaje,Estatal,AP-7,2025-04-23 05:42:12,LIGEROS,"2,75 €",IVA incluido,Efectivo,PASO-0FB3F705,EMP001,Transporte_01 S.L.,EMP001-U6,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-66,2025-07-22 02:42:38,LIGEROS,"15,60 €",IVA incluido,Tarjeta de empresa,PASO-8190F30F,EMP001,Transporte_01 S.L.,EMP001-U6,LEÓN,Campomanes – León,Campomanes,León
Peaje,Estatal,AP-7,2025-04-02 15:46:05,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-576F66F4,EMP001,Transporte_01 S.L.,EMP001-U6,GIRONA,754 Carretera San Miguel Benijofar – 794 Los Alcazares (Sur),754 Carretera San Miguel Benijofar,794 Los Alcazares (Sur)
Peaje,Estatal,AP-61,2025-05-13 21:20:01,LIGEROS,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-2A837E69,EMP001,Transporte_01 S.L.,EMP001-U6,MADRID,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-7,2025-03-09 20:41:18,LIGEROS,"3,40 €",IVA incluido,Tarjeta de empresa,PASO-5BB6D3C1,EMP001,Transporte_01 S.L.,EMP001-U6,BARCELONA,Málaga – Calahonda,Málaga,Calahonda
Peaje,Estatal,AP-7,2025-06-23 15:06:42,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-62E3BD7B,EMP001,Transporte_01 S.L.,EMP001-U6,ALICANTE,763 La Zenia Urbanizaciones – 770 El Pilar de la Horadada,763 La Zenia Urbanizaciones,770 El Pilar de la Horadada
Peaje,Estatal,AP-7,2025-07-28 00:13:17,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-BD00592A,EMP001,Transporte_01 S.L.,EMP001-U6,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-68,2025-06-25 13:17:07,LIGEROS,"1,30 €",IVA incluido,Tarjeta de empresa,PASO-E6B77E0F,EMP001,Transporte_01 S.L.,EMP001-U6,ZARAGOZA,Lodosa – Calahorra,Lodosa,Calahorra
Peaje,Estatal,AP-7,2025-04-11 16:33:03,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-1C882894,EMP001,Transporte_01 S.L.,EMP001-U6,ALICANTE,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-03-20 08:30:21,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-1837C3D1,EMP001,Transporte_01 S.L.,EMP001-U6,BARCELONA,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-07-19 10:48:17,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-940DB9F2,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-61,2025-05-02 03:40:40,LIGEROS,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-AD97AF28,EMP001,Transporte_01 S.L.,EMP001-U7,MADRID,Conexión AP-6 (El Espinar) – Hontoria,Conexión AP-6 (El Espinar),Hontoria
Peaje,Estatal,AP-7,2025-07-02 00:05:00,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-EDB3B638,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,758 San Miguel de Salinas-Torrevieja – 777 El Mirador-Colonia Ruiz de Alda,758 San Miguel de Salinas-Torrevieja,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-61,2025-05-26 12:27:44,LIGEROS,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-E097F464,EMP001,Transporte_01 S.L.,EMP001-U7,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-01-14 00:05:00,LIGEROS,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-0F45D66B,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,754 Carretera San Miguel Benijofar – 780 San Javier (Norte)-Sucina,754 Carretera San Miguel Benijofar,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-68,2025-04-02 15:25:05,LIGEROS,"4,60 €",IVA incluido,Tarjeta de empresa,PASO-5E6FB232,EMP001,Transporte_01 S.L.,EMP001-U7,ZARAGOZA,Ziorraga – Subijana,Ziorraga,Subijana
Peaje,Estatal,AP-7,2025-05-24 13:38:06,LIGEROS,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-3C05AAA1,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,768 Campoamor-Urbanizaciones – 786 Los Alcazares (Norte),768 Campoamor-Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-05-15 04:02:15,LIGEROS,"0,00 €",IVA incluido,Tarjeta de empresa,PASO-7D95322A,EMP001,Transporte_01 S.L.,EMP001-U7,TARRAGONA,754 Carretera San Miguel Benijofar – 758 San Miguel de Salinas-Torrevieja,754 Carretera San Miguel Benijofar,758 San Miguel de Salinas-Torrevieja
Peaje,Estatal,AP-7,2025-02-03 01:54:45,LIGEROS,"2,75 €",IVA incluido,Efectivo,PASO-7C2841A2,EMP001,Transporte_01 S.L.,EMP001-U7,ALICANTE,763 La Zenia Urbanizaciones – 784 San Javier (Sur)-Acceso aeropuerto,763 La Zenia Urbanizaciones,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-53,2025-06-02 14:07:52,LIGEROS,"2,90 €",IVA incluido,Tarjeta de empresa,PASO-05DF2F4C,EMP001,Transporte_01 S.L.,EMP001-U7,PONTEVEDRA,Silleda – Lalín Este,Silleda,Lalín Este
Peaje,Estatal,AP-68,2025-06-23 00:05:00,LIGEROS,"3,35 €",IVA incluido,Tarjeta de empresa,PASO-3FBE7345,EMP001,Transporte_01 S.L.,EMP001-U7,ZARAGOZA,Gallur – Alagón pk 272,Gallur,Alagón pk 272
Peaje,Estatal,AP-7,2025-04-10 16:07:33,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-FB0A19CC,EMP001,Transporte_01 S.L.,EMP001-U7,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-7,2025-02-08 23:55:00,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-DD419A9E,EMP001,Transporte_01 S.L.,EMP001-U7,ALICANTE,763 La Zenia Urbanizaciones – 775 Los Tárragas,763 La Zenia Urbanizaciones,775 Los Tárragas
Peaje,Estatal,AP-6,2025-02-26 22:41:36,LIGEROS,"8,75 €",IVA incluido,Tarjeta de empresa,PASO-F5076B8C,EMP001,Transporte_01 S.L.,EMP001-U7,MADRID,San Rafael – Adanero,San Rafael,Adanero
Peaje,Estatal,AP-7,2025-04-14 17:28:41,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-E8C808D1,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,754 Carretera San Miguel Benijofar – 774 San Pedro del Pinatar (Norte),754 Carretera San Miguel Benijofar,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-04-08 19:30:24,LIGEROS,"2,75 €",IVA incluido,Efectivo,PASO-3923E6E3,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,754 Carretera San Miguel Benijofar – 770 El Pilar de la Horadada (Norte),754 Carretera San Miguel Benijofar,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-68,2025-05-29 00:05:00,LIGEROS,"6,30 €",IVA incluido,Tarjeta de empresa,PASO-A16B50B0,EMP001,Transporte_01 S.L.,EMP001-U7,ZARAGOZA,Lodosa – Tudela,Lodosa,Tudela
Peaje,Estatal,AP-7,2025-06-14 02:25:02,LIGEROS,"2,75 €",IVA incluido,Efectivo,PASO-423B90EB,EMP001,Transporte_01 S.L.,EMP001-U7,CÁDIZ,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-01-25 11:22:32,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-F677EA75,EMP001,Transporte_01 S.L.,EMP001-U7,GIRONA,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-7,2025-01-14 19:02:12,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-5508DD83,EMP001,Transporte_01 S.L.,EMP001-U7,ALICANTE,754 Carretera San Miguel Benijofar – 797 Torre del Negro,754 Carretera San Miguel Benijofar,797 Torre del Negro
Peaje,Estatal,AP-7,2025-05-13 19:35:42,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-911E1AF9,EMP001,Transporte_01 S.L.,EMP001-U7,BARCELONA,784 San Javier (Sur)-Acceso aeropuerto – 794 Los Alcazares (Sur),784 San Javier (Sur)-Acceso aeropuerto,794 Los Alcazares (Sur)
Peaje,Estatal,AP-66,2025-04-20 06:29:57,LIGEROS,"5,65 €",IVA incluido,Tarjeta de empresa,PASO-95909661,EMP001,Transporte_01 S.L.,EMP001-U7,LEÓN,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-7,2025-07-02 10:41:00,LIGEROS,"1,15 €",IVA incluido,Tarjeta de empresa,PASO-70A7E56B,EMP001,Transporte_01 S.L.,EMP001-U7,VALENCIA / VALÈNCIA,Acceso de Manilva – ,Acceso de Manilva,
Peaje,Estatal,AP-7,2025-06-29 18:12:18,LIGEROS,"3,40 €",IVA incluido,Efectivo,PASO-C5D13A7A,EMP001,Transporte_01 S.L.,EMP001-U8,VALENCIA / VALÈNCIA,Acceso de Calahonda – ,Acceso de Calahonda,
Peaje,Estatal,AP-7,2025-04-22 07:52:28,LIGEROS,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-5F51A89A,EMP001,Transporte_01 S.L.,EMP001-U8,ALICANTE,768 Campoamor-Urbanizaciones – 786 Los Alcazares (Norte),768 Campoamor-Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-66,2025-03-31 15:55:11,LIGEROS,"6,10 €",IVA incluido,Efectivo,PASO-97A04E5C,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-68,2025-03-07 19:34:59,LIGEROS,"9,15 €",IVA incluido,Tarjeta de empresa,PASO-EDF6EDFF,EMP001,Transporte_01 S.L.,EMP001-U8,BIZKAIA,Recajo – Tudela,Recajo,Tudela
Peaje,Estatal,AP-61,2025-05-13 16:54:33,LIGEROS,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-F19C25A3,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-66,2025-02-15 19:58:46,LIGEROS,"6,10 €",IVA incluido,Efectivo,PASO-5CCF9EA1,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-61,2025-03-17 13:24:04,LIGEROS,"1,40 €",IVA incluido,Efectivo,PASO-C2F2F28B,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Conexión AP-6 (El Espinar) – Ortigosa,Conexión AP-6 (El Espinar),Ortigosa
Peaje,Estatal,AP-66,2025-03-17 01:09:21,LIGEROS,"5,65 €",IVA incluido,Efectivo,PASO-9470A9D3,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-7,2025-04-25 13:53:20,LIGEROS,"2,75 €",IVA incluido,Efectivo,PASO-BF3765A7,EMP001,Transporte_01 S.L.,EMP001-U8,CÁDIZ,758 San Miguel de Salinas-Torrevieja – 774 San Pedro del Pinatar (Norte),758 San Miguel de Salinas-Torrevieja,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-07-29 15:55:42,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-0D7DEB1C,EMP001,Transporte_01 S.L.,EMP001-U8,VALENCIA / VALÈNCIA,754 Carretera San Miguel Benijofar – 786 Los Alcazares (Norte),754 Carretera San Miguel Benijofar,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-01-16 22:30:40,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-34340B65,EMP001,Transporte_01 S.L.,EMP001-U8,BARCELONA,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-01-28 19:55:20,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-E4DFAC49,EMP001,Transporte_01 S.L.,EMP001-U8,BARCELONA,754 Carretera San Miguel Benijofar – 797 Torre del Negro,754 Carretera San Miguel Benijofar,797 Torre del Negro
Peaje,Estatal,AP-66,2025-02-06 18:24:31,LIGEROS,"5,65 €",IVA incluido,Tarjeta de empresa,PASO-C4FB2A3C,EMP001,Transporte_01 S.L.,EMP001-U8,LEÓN,Campomanes – Oblanca,Campomanes,Oblanca
Peaje,Estatal,AP-66,2025-07-08 20:12:10,LIGEROS,"6,10 €",IVA incluido,Tarjeta de empresa,PASO-3DE57F8B,EMP001,Transporte_01 S.L.,EMP001-U8,ASTURIAS,La Magdalena – León,La Magdalena,León
Peaje,Estatal,AP-9,2025-06-05 05:59:37,LIGEROS,"1,20 €",IVA incluido,Tarjeta de empresa,PASO-5D6BCDB8,EMP001,Transporte_01 S.L.,EMP001-U8,PONTEVEDRA,Puxeiros – Porriño,Puxeiros,Porriño
Peaje,Estatal,AP-61,2025-01-22 00:07:36,LIGEROS,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-A311CC14,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-68,2025-01-19 00:07:37,LIGEROS,"8,65 €",IVA incluido,Tarjeta de empresa,PASO-5B13577A,EMP001,Transporte_01 S.L.,EMP001-U8,ZARAGOZA,Autop. Navarra – Alagón pk 272,Autop. Navarra,Alagón pk 272
Peaje,Estatal,AP-66,2025-05-12 23:01:19,LIGEROS,"15,60 €",IVA incluido,Tarjeta de empresa,PASO-B06433EC,EMP001,Transporte_01 S.L.,EMP001-U8,LEÓN,Campomanes – León,Campomanes,León
Peaje,Estatal,AP-61,2025-03-10 10:48:58,LIGEROS,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-15FC7100,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Ortigosa del Monte – Segovia,Ortigosa del Monte,Segovia
Peaje,Estatal,AP-61,2025-04-02 09:12:55,LIGEROS,"0,80 €",IVA incluido,Tarjeta de empresa,PASO-6C0E9D12,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Conexión AP-6 (El Espinar) – Otero de H.,Conexión AP-6 (El Espinar),Otero de H.
Peaje,Estatal,AP-61,2025-06-25 14:59:31,LIGEROS,"0,00 €",IVA incluido,Tarjeta de empresa,PASO-F6D1B877,EMP001,Transporte_01 S.L.,EMP001-U8,MADRID,Hontoria – Segovia,Hontoria,Segovia
Peaje,Estatal,AP-61,2025-03-07 02:30:10,LIGEROS,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-753F0BEB,EMP001,Transporte_01 S.L.,EMP001-U9,MADRID,Ortigosa del Monte – Segovia,Ortigosa del Monte,Segovia
Peaje,Estatal,AP-7,2025-06-04 04:40:35,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-6DD9035E,EMP001,Transporte_01 S.L.,EMP001-U9,BARCELONA,763 La Zenia Urbanizaciones – 777 El Mirador-Colonia Ruiz de Alda,763 La Zenia Urbanizaciones,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-05-08 23:13:28,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-F74FB069,EMP001,Transporte_01 S.L.,EMP001-U9,CÁDIZ,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-66,2025-01-27 10:52:37,LIGEROS,"15,60 €",IVA incluido,Tarjeta de empresa,PASO-97464ED9,EMP001,Transporte_01 S.L.,EMP001-U9,LEÓN,Campomanes – León,Campomanes,León
Peaje,Estatal,AP-7,2025-04-10 07:17:39,LIGEROS,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-F9E5F1C9,EMP001,Transporte_01 S.L.,EMP001-U9,TARRAGONA,754 Carretera San Miguel Benijofar – 768 Campoamor-Urbanizaciones,754 Carretera San Miguel Benijofar,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-01-27 10:04:51,LIGEROS,"7,65 €",IVA incluido,Tarjeta de empresa,PASO-3E35008C,EMP001,Transporte_01 S.L.,EMP001-U9,BARCELONA,Málaga – San Pedro de Alcantara,Málaga,San Pedro de Alcantara
Peaje,Estatal,AP-53,2025-02-03 01:53:02,LIGEROS,"2,90 €",IVA incluido,Tarjeta de empresa,PASO-0952C0BB,EMP001,Transporte_01 S.L.,EMP001-U9,PONTEVEDRA,Silleda – Lalín Este,Silleda,Lalín Este
