tipoDocumento,concesionaria,autopista,fechaHora,categoriaVehiculo,importe,ivaIncluido,formaPago,referencia,idEmpresa,empresaNombre,idUsuario,provincia,tramo,entrada,salida
Peaje,Estatal,AP-68,2025-01-27 09:55:56,A,"8,35 €",IVA incluido,Efectivo,PASO-AD4C95D8,EMP05,Transporte_05 S.L.,EMP05-U31,ZARAGOZA,Autop. Burgos – Agoncillo,Autop. Burgos,Agoncillo
Peaje,Estatal,AP-6,2025-02-06 14:20:46,A,"8,75 €",IVA incluido,Efectivo,PASO-8A232FB3,EMP05,Transporte_05 S.L.,EMP05-U31,MADRID,San Rafael – Adanero,San Rafael,Adanero
Peaje,Estatal,AP-61,2025-05-27 01:57:32,A,"2,95 €",IVA incluido,Tarjeta de empresa,PASO-E10BF918,EMP05,Transporte_05 S.L.,EMP05-U31,MADRID,San Rafael – Segovia,San Rafael,Segovia
Peaje,Estatal,AP-7,2025-06-05 16:31:13,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-AA0F1AC6,EMP05,Transporte_05 S.L.,EMP05-U31,Tarragona,784 San Javier (Sur)-Acceso aeropuerto – 800 Los Beatos-El Algar,784 San Javier (Sur)-Acceso aeropuerto,800 Los Beatos-El Algar
Peaje,Estatal,AP-61,2025-05-10 17:55:01,A,"0,80 €",IVA incluido,Tarjeta de empresa,PASO-DA07960A,EMP05,Transporte_05 S.L.,EMP05-U31,MADRID,Conexión AP-6 (El Espinar) – Otero de Herreros,Conexión AP-6 (El Espinar),Otero de Herreros
Peaje,Estatal,AP-7,2025-06-18 20:33:02,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-316A0E40,EMP05,Transporte_05 S.L.,EMP05-U31,Tarragona,754 Carretera San Miguel Benijofar – 782 Balsicas,754 Carretera San Miguel Benijofar,782 Balsicas
Peaje,Estatal,AP-7,2025-05-19 22:46:23,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-5B74B9A1,EMP05,Transporte_05 S.L.,EMP05-U31,Barcelona,763 La Zenia Urbanizaciones – 794 Los Alcazares (Sur),763 La Zenia Urbanizaciones,794 Los Alcazares (Sur)
Peaje,Estatal,AP-68,2025-05-11 21:57:43,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-EBE73184,EMP05,Transporte_05 S.L.,EMP05-U31,Bizkaia,Autop. Navarra – Gallur,Autop. Navarra,Gallur
Peaje,Estatal,AP-7,2025-03-17 21:52:46,A,"2,75 €",IVA incluido,Efectivo,PASO-CF068916,EMP05,Transporte_05 S.L.,EMP05-U32,ALICANTE,754 Carretera San Miguel Benijofar – 775 Los Tárragas,754 Carretera San Miguel Benijofar,775 Los Tárragas
Peaje,Estatal,AP-7,2025-02-22 08:11:13,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-58677972,EMP05,Transporte_05 S.L.,EMP05-U32,Barcelona,763 La Zenia Urbanizaciones – 790 Los Alcazares (Centro)-Torre Pacheco,763 La Zenia Urbanizaciones,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-7,2025-07-13 11:06:49,A,"2,75 €",IVA incluido,Efectivo,PASO-941A0154,EMP05,Transporte_05 S.L.,EMP05-U32,Barcelona,754 Carretera San Miguel Benijofar – 797 Torre del Negro,754 Carretera San Miguel Benijofar,797 Torre del Negro
Peaje,Estatal,AP-61,2025-03-14 04:39:32,A,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-B0E39050,EMP05,Transporte_05 S.L.,EMP05-U32,MADRID,Conexión AP-6 (El Espinar) – Segovia,Conexión AP-6 (El Espinar),Segovia
Peaje,Estatal,AP-61,2025-05-02 07:17:29,A,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-D691FFA1,EMP05,Transporte_05 S.L.,EMP05-U32,Madrid,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-7,2025-06-29 12:22:27,A,"5,50 €",IVA incluido,Efectivo,PASO-A7C0558A,EMP05,Transporte_05 S.L.,EMP05-U32,Tarragona,775 Los Tárragas – 797 Torre del Negro,775 Los Tárragas,797 Torre del Negro
Peaje,Estatal,AP-7,2025-04-29 05:03:18,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-754B6756,EMP05,Transporte_05 S.L.,EMP05-U32,Girona,754 Carretera San Miguel Benijofar – 794 Los Alcazares (Sur),754 Carretera San Miguel Benijofar,794 Los Alcazares (Sur)
Peaje,Estatal,AP-61,2025-02-06 09:24:31,A,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-566CD8CE,EMP05,Transporte_05 S.L.,EMP05-U32,Madrid,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-7,2025-05-03 02:49:44,A,"3,40 €",IVA incluido,Tarjeta de empresa,PASO-5DA78188,EMP05,Transporte_05 S.L.,EMP05-U32,Barcelona,Málaga – Calahonda,Málaga,Calahonda
Peaje,Estatal,AP-61,2025-04-06 15:08:22,A,"2,95 €",IVA incluido,Tarjeta de empresa,PASO-A579BBB3,EMP05,Transporte_05 S.L.,EMP05-U32,"Madrid, Comunidad de",San Rafael – Segovia,San Rafael,Segovia
Peaje,Estatal,AP-7,2025-03-29 02:21:55,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-145ED56D,EMP05,Transporte_05 S.L.,EMP05-U32,ALICANTE,763 La Zenia Urbanizaciones – 770 El Pilar de la Horadada,763 La Zenia Urbanizaciones,770 El Pilar de la Horadada
Peaje,Estatal,AP-7,2025-02-10 08:47:41,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-94BF87A6,EMP05,Transporte_05 S.L.,EMP05-U32,Alicante,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-01-15 05:28:42,A,"2,75 €",IVA incluido,Efectivo,PASO-0F376F7B,EMP05,Transporte_05 S.L.,EMP05-U32,ALICANTE,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-03-20 18:19:28,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-CAD80D1D,EMP05,Transporte_05 S.L.,EMP05-U32,ALICANTE,754 Carretera San Miguel Benijofar – 784 San Javier (Sur)-Acceso aeropuerto,754 Carretera San Miguel Benijofar,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-66,2025-05-25 13:10:21,A,"9,80 €",IVA incluido,Tarjeta de empresa,PASO-EDBAA66E,EMP05,Transporte_05 S.L.,EMP05-U32,Principado de Asturias,Campomanes – La Magdalena,Campomanes,La Magdalena
Peaje,Estatal,AP-7,2025-05-22 07:22:11,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-65FCB6E1,EMP05,Transporte_05 S.L.,EMP05-U32,Cataluña,758 San Miguel de Salinas-Torrevieja – 777 El Mirador-Colonia Ruiz de Alda,758 San Miguel de Salinas-Torrevieja,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-68,2025-05-03 23:55:00,A,"1,65 €",IVA incluido,Tarjeta de empresa,PASO-F4C45223,EMP05,Transporte_05 S.L.,EMP05-U32,País Vasco,Autop. Navarra – Tudela,Autop. Navarra,Tudela
Peaje,Estatal,AP-7,2025-01-21 02:29:04,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-4D9BE8FF,EMP05,Transporte_05 S.L.,EMP05-U32,VALENCIA,754 Carretera San Miguel Benijofar – 780 San Javier (Norte)-Sucina,754 Carretera San Miguel Benijofar,780 San Javier (Norte)-Sucina
Peaje,Estatal,AP-68,2025-05-03 18:28:32,A,"4,60 €",IVA incluido,Tarjeta de empresa,PASO-3D943AC8,EMP05,Transporte_05 S.L.,EMP05-U32,País Vasco,Ziorraga – Subijana,Ziorraga,Subijana
Peaje,Estatal,AP-7,2025-04-04 14:56:35,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-972C9F8F,EMP05,Transporte_05 S.L.,EMP05-U32,Girona,768 Campoamor-Urbanizaciones – 786 Los Alcazares (Norte),768 Campoamor-Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-04-18 15:48:20,A,"0,00 €",IVA incluido,Tarjeta de empresa,PASO-40B69AB7,EMP05,Transporte_05 S.L.,EMP05-U32,Barcelona,754 Carretera San Miguel Benijofar – 758 San Miguel de Salinas-Torrevieja,754 Carretera San Miguel Benijofar,758 San Miguel de Salinas-Torrevieja
Peaje,Estatal,AP-7,2025-02-04 18:05:13,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-2916E8E3,EMP05,Transporte_05 S.L.,EMP05-U32,Girona,763 La Zenia Urbanizaciones – 784 San Javier (Sur)-Acceso aeropuerto,763 La Zenia Urbanizaciones,784 San Javier (Sur)-Acceso aeropuerto
Peaje,Estatal,AP-66,2025-04-21 00:05:00,A,"9,80 €",IVA incluido,Tarjeta de empresa,PASO-097A783F,EMP05,Transporte_05 S.L.,EMP05-U32,ASTURIAS,Campomanes – La Magdalena,Campomanes,La Magdalena
Peaje,Estatal,AP-7,2025-04-14 13:25:02,A,"7,10 €",IVA incluido,Tarjeta de empresa,PASO-C70F2E42,EMP05,Transporte_05 S.L.,EMP05-U32,BARCELONA,Calahonda – Estepona,Calahonda,Estepona
Peaje,Estatal,AP-61,2025-05-03 12:02:58,A,"2,95 €",IVA incluido,Efectivo,PASO-D402F6F9,EMP05,Transporte_05 S.L.,EMP05-U32,MADRID,San Rafael – Segovia,San Rafael,Segovia
Peaje,Estatal,AP-66,2025-04-14 21:31:27,A,"9,95 €",IVA incluido,Tarjeta de empresa,PASO-70C343C0,EMP05,Transporte_05 S.L.,EMP05-U33,Principado de Asturias,Oblanca – León,Oblanca,León
Peaje,Estatal,AP-7,2025-06-18 00:05:00,A,"5,50 €",IVA incluido,Efectivo,PASO-364BFB8D,EMP05,Transporte_05 S.L.,EMP05-U33,VALENCIA,743 Algorfa-Benijofar – 774 San Pedro del Pinatar (Norte),743 Algorfa-Benijofar,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-06-29 06:51:27,A,"2,75 €",IVA incluido,Efectivo,PASO-170355C1,EMP05,Transporte_05 S.L.,EMP05-U33,Cataluña,754 Carretera San Miguel Benijofar – 774 San Pedro del Pinatar (Norte),754 Carretera San Miguel Benijofar,774 San Pedro del Pinatar (Norte)
Peaje,Estatal,AP-7,2025-04-05 09:35:28,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-8872F05B,EMP05,Transporte_05 S.L.,EMP05-U33,Cataluña,754 Carretera San Miguel Benijofar – 770 El Pilar de la Horadada (Norte),754 Carretera San Miguel Benijofar,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-7,2025-01-28 03:08:58,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-591C72DD,EMP05,Transporte_05 S.L.,EMP05-U33,Cádiz,763 La Zenia Urbanizaciones – 775 Los Tárragas,763 La Zenia Urbanizaciones,775 Los Tárragas
Peaje,Estatal,AP-7,2025-04-10 05:52:35,A,"2,75 €",IVA incluido,Efectivo,PASO-15F0A937,EMP05,Transporte_05 S.L.,EMP05-U33,Málaga,754 Carretera San Miguel Benijofar – 800 Los Beatos-El Algar,754 Carretera San Miguel Benijofar,800 Los Beatos-El Algar
Peaje,Estatal,AP-7,2025-03-13 04:05:34,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-C693C4C6,EMP05,Transporte_05 S.L.,EMP05-U33,Barcelona,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-68,2025-01-01 03:09:01,A,"4,85 €",IVA incluido,Tarjeta de empresa,PASO-4BA6267C,EMP05,Transporte_05 S.L.,EMP05-U33,País Vasco,Autop. Burgos – Cenicero,Autop. Burgos,Cenicero
Peaje,Estatal,AP-7,2025-07-01 16:35:53,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-6B097B7A,EMP05,Transporte_05 S.L.,EMP05-U33,BARCELONA,784 San Javier (Sur)-Acceso aeropuerto – 794 Los Alcazares (Sur),784 San Javier (Sur)-Acceso aeropuerto,794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-05-22 07:43:32,A,"2,75 €",IVA incluido,Efectivo,PASO-F115E4FF,EMP05,Transporte_05 S.L.,EMP05-U33,Tarragona,Acceso de La Zenia – ,Acceso de La Zenia,
Peaje,Estatal,AP-61,2025-05-11 15:00:42,A,"1,40 €",IVA incluido,Tarjeta de empresa,PASO-64FAC2FA,EMP05,Transporte_05 S.L.,EMP05-U33,Madrid,Conexión AP-6 (El Espinar) – Ortigosa,Conexión AP-6 (El Espinar),Ortigosa
Peaje,Estatal,AP-68,2025-06-26 02:02:28,A,"3,35 €",IVA incluido,Tarjeta de empresa,PASO-921F0E22,EMP05,Transporte_05 S.L.,EMP05-U33,ARABA,Gallur – Alagón pk 272,Gallur,Alagón pk 272
Peaje,Estatal,AP-7,2025-04-13 09:07:11,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-8BC0F5A0,EMP05,Transporte_05 S.L.,EMP05-U33,Barcelona,784 San Javier (Sur)-Acceso aeropuerto – 786 Los Alcazares (Norte),784 San Javier (Sur)-Acceso aeropuerto,786 Los Alcazares (Norte)
Peaje,Estatal,AP-68,2025-06-11 13:26:39,A,"8,35 €",IVA incluido,Tarjeta de empresa,PASO-2612CDE3,EMP05,Transporte_05 S.L.,EMP05-U33,Zaragoza,Autop. Burgos – Agoncillo,Autop. Burgos,Agoncillo
Peaje,Estatal,AP-7,2025-04-06 00:05:00,A,"9,20 €",IVA incluido,Tarjeta de empresa,PASO-C1C4CCC3,EMP05,Transporte_05 S.L.,EMP05-U33,VALENCIA,Málaga – Estepona,Málaga,Estepona
Peaje,Estatal,AP-7,2025-05-11 10:21:53,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-7C14C553,EMP05,Transporte_05 S.L.,EMP05-U33,Barcelona,763 La Zenia Urbanizaciones – 790 Los Alcazares (Centro)-Torre Pacheco,763 La Zenia Urbanizaciones,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-61,2025-04-05 11:17:40,A,"1,40 €",IVA incluido,Tarjeta de empresa,PASO-700CE8C8,EMP05,Transporte_05 S.L.,EMP05-U33,MADRID,Conexión AP-6 (El Espinar) – Ortigosa,Conexión AP-6 (El Espinar),Ortigosa
Peaje,Estatal,AP-7,2025-07-17 23:55:00,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-EE05101C,EMP05,Transporte_05 S.L.,EMP05-U33,VALENCIA,768 Campoamor-Urbanizaciones – 786 Los Alcazares (Norte),768 Campoamor-Urbanizaciones,786 Los Alcazares (Norte)
Peaje,Estatal,AP-68,2025-06-03 11:57:59,A,"23,80 €",IVA incluido,Tarjeta de empresa,PASO-C8E9C8A0,EMP05,Transporte_05 S.L.,EMP05-U33,BIZKAIA,Autop. Burgos – Alagón pk 272,Autop. Burgos,Alagón pk 272
Peaje,Estatal,AP-7,2025-05-15 12:50:04,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-6797D89F,EMP05,Transporte_05 S.L.,EMP05-U33,Barcelona,754 Carretera San Miguel Benijofar – 786 Los Alcazares (Norte),754 Carretera San Miguel Benijofar,786 Los Alcazares (Norte)
Peaje,Estatal,AP-7,2025-04-05 23:42:42,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-82DE1A52,EMP05,Transporte_05 S.L.,EMP05-U33,Barcelona,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-01-11 16:35:29,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-05C8A9C9,EMP05,Transporte_05 S.L.,EMP05-U33,Málaga,754 Carretera San Miguel Benijofar – 797 Torre del Negro,754 Carretera San Miguel Benijofar,797 Torre del Negro
Peaje,Estatal,AP-53,2025-07-11 06:32:06,A,"1,95 €",IVA incluido,Tarjeta de empresa,PASO-4A985A55,EMP05,Transporte_05 S.L.,EMP05-U33,PONTEVEDRA,Santiago – Ribadulla,Santiago,Ribadulla
Peaje,Estatal,AP-61,2025-05-07 21:51:51,A,"2,15 €",IVA incluido,Efectivo,PASO-5ED7DCCF,EMP05,Transporte_05 S.L.,EMP05-U33,Madrid,Otero de Herreros – Segovia,Otero de Herreros,Segovia
Peaje,Estatal,AP-7,2025-03-09 18:40:09,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-7801D7EE,EMP05,Transporte_05 S.L.,EMP05-U33,ALICANTE,758 San Miguel de Salinas-Torrevieja – 775 Los Tárragas,758 San Miguel de Salinas-Torrevieja,775 Los Tárragas
Peaje,Estatal,AP-66,2025-01-06 07:39:06,A,"9,80 €",IVA incluido,Tarjeta de empresa,PASO-F7C72D68,EMP05,Transporte_05 S.L.,EMP05-U33,Principado de Asturias,Campomanes – La Magdalena,Campomanes,La Magdalena
Peaje,Estatal,AP-7,2025-03-29 07:06:10,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-B5FCBAC5,EMP06,Transporte_06 S.L.,EMP06-U34,Girona,758 San Miguel de Salinas-Torrevieja – 775 Los Tárragas,758 San Miguel de Salinas-Torrevieja,775 Los Tárragas
Peaje,Estatal,AP-68,2025-07-13 08:57:25,A,"30,95 €",IVA incluido,Tarjeta de empresa,PASO-44F7B983,EMP06,Transporte_06 S.L.,EMP06-U34,País Vasco,Ziorraga – Alagón pk 272,Ziorraga,Alagón pk 272
Peaje,Estatal,AP-68,2025-04-26 06:44:42,A,"12,15 €",IVA incluido,Tarjeta de empresa,PASO-AA079742,EMP06,Transporte_06 S.L.,EMP06-U34,País Vasco,Calahorra – Alagón pk 272,Calahorra,Alagón pk 272
Peaje,Estatal,AP-61,2025-04-18 18:11:17,A,"0,00 €",IVA incluido,Tarjeta de empresa,PASO-E83F068F,EMP06,Transporte_06 S.L.,EMP06-U34,Madrid,Hontoria – Segovia,Hontoria,Segovia
Peaje,Estatal,AP-68,2025-06-09 08:50:00,A,"2,30 €",IVA incluido,Tarjeta de empresa,PASO-751FC598,EMP06,Transporte_06 S.L.,EMP06-U34,ZARAGOZA,Alfaro – Tudela,Alfaro,Tudela
Peaje,Estatal,AP-7,2025-04-01 22:12:48,A,"2,75 €",IVA incluido,Efectivo,PASO-CEE8C053,EMP06,Transporte_06 S.L.,EMP06-U34,Barcelona,758 San Miguel de Salinas-Torrevieja – 775 Los Tárragas,758 San Miguel de Salinas-Torrevieja,775 Los Tárragas
Peaje,Estatal,AP-7,2025-03-23 10:35:11,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-C0922682,EMP06,Transporte_06 S.L.,EMP06-U34,Barcelona,763 La Zenia Urbanizaciones – 777 El Mirador-Colonia Ruiz de Alda,763 La Zenia Urbanizaciones,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-07-18 00:54:44,A,"2,75 €",IVA incluido,Efectivo,PASO-989F7971,EMP06,Transporte_06 S.L.,EMP06-U34,VALENCIA,754 Carretera San Miguel Benijofar – 777 El Mirador-Colonia Ruiz de Alda,754 Carretera San Miguel Benijofar,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-68,2025-02-22 14:53:22,A,"17,80 €",IVA incluido,Tarjeta de empresa,PASO-7FAFF9F8,EMP06,Transporte_06 S.L.,EMP06-U34,País Vasco,Altube – Calahorra,Altube,Calahorra
Peaje,Estatal,AP-7,2025-04-26 12:53:02,A,"2,75 €",IVA incluido,Efectivo,PASO-29950776,EMP06,Transporte_06 S.L.,EMP06-U34,Tarragona,754 Carretera San Miguel Benijofar – 768 Campoamor-Urbanizaciones,754 Carretera San Miguel Benijofar,768 Campoamor-Urbanizaciones
Peaje,Estatal,AP-7,2025-03-16 09:35:30,A,"7,65 €",IVA incluido,Tarjeta de empresa,PASO-80B187E8,EMP06,Transporte_06 S.L.,EMP06-U34,Barcelona,Málaga – San Pedro de Alcantara,Málaga,San Pedro de Alcantara
Peaje,Estatal,AP-7,2025-05-09 14:44:23,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-620D491C,EMP06,Transporte_06 S.L.,EMP06-U34,Barcelona,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-02-23 15:16:03,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-AED4AEA7,EMP06,Transporte_06 S.L.,EMP06-U34,Girona,784 San Javier (Sur)-Acceso aeropuerto – 790 Los Alcazares (Centro)-Torre Pacheco,784 San Javier (Sur)-Acceso aeropuerto,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-7,2025-06-09 00:58:29,A,"3,40 €",IVA incluido,Tarjeta de empresa,PASO-2D118D7C,EMP06,Transporte_06 S.L.,EMP06-U34,Barcelona,Calahonda – Marbella,Calahonda,Marbella
Peaje,Estatal,AP-9,2025-06-09 20:10:04,A,"2,00 €",IVA incluido,Tarjeta de empresa,PASO-759A263C,EMP06,Transporte_06 S.L.,EMP06-U34,Pontevedra,Puxeiros – Porriño,Puxeiros,Porriño
Peaje,Estatal,AP-68,2025-03-10 12:44:46,A,"16,80 €",IVA incluido,Efectivo,PASO-DB666FFC,EMP06,Transporte_06 S.L.,EMP06-U34,Bizkaia,Llodio – Logroño,Llodio,Logroño
Peaje,Estatal,AP-68,2025-06-28 09:41:53,A,"10,15 €",IVA incluido,Tarjeta de empresa,PASO-8DF064A5,EMP06,Transporte_06 S.L.,EMP06-U34,ZARAGOZA,Lodosa – Gallur,Lodosa,Gallur
Peaje,Estatal,AP-7,2025-06-05 09:06:29,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-9C180A56,EMP06,Transporte_06 S.L.,EMP06-U34,Barcelona,758 San Miguel de Salinas-Torrevieja – 782 Balsicas,758 San Miguel de Salinas-Torrevieja,782 Balsicas
Peaje,Estatal,AP-61,2025-04-14 07:02:33,A,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-A67B6ECE,EMP06,Transporte_06 S.L.,EMP06-U34,MADRID,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-07-19 20:28:14,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-3CE4DD50,EMP06,Transporte_06 S.L.,EMP06-U34,Cádiz,Troncal de La Zenia – ,Troncal de La Zenia,
Peaje,Estatal,AP-61,2025-07-01 18:55:01,A,"1,40 €",IVA incluido,Tarjeta de empresa,PASO-7E73E12F,EMP06,Transporte_06 S.L.,EMP06-U34,Madrid,Conexión AP-6 (El Espinar) – Ortigosa,Conexión AP-6 (El Espinar),Ortigosa
Peaje,Estatal,AP-7,2025-07-30 08:25:01,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-B47F3A6F,EMP06,Transporte_06 S.L.,EMP06-U34,Cataluña,754 Carretera San Miguel Benijofar – 763 La Zenia Urbanizaciones,754 Carretera San Miguel Benijofar,763 La Zenia Urbanizaciones
Peaje,Estatal,AP-7,2025-05-07 21:53:47,A,"3,70 €",IVA incluido,Tarjeta de empresa,PASO-CF07D06A,EMP06,Transporte_06 S.L.,EMP06-U34,Barcelona,Marbella – Estepona,Marbella,Estepona
Peaje,Estatal,AP-61,2025-05-30 13:41:45,A,"0,00 €",IVA incluido,Tarjeta de empresa,PASO-EEC9C109,EMP06,Transporte_06 S.L.,EMP06-U35,"Madrid, Comunidad de",Hontoria – Segovia,Hontoria,Segovia
Peaje,Estatal,AP-7,2025-05-16 14:41:52,A,"2,75 €",IVA incluido,Tarjeta de empresa,PASO-D28CEBE1,EMP06,Transporte_06 S.L.,EMP06-U35,Cataluña,754 Carretera San Miguel Benijofar – 790 Los Alcazares (Centro)-Torre Pacheco,754 Carretera San Miguel Benijofar,790 Los Alcazares (Centro)-Torre Pacheco
Peaje,Estatal,AP-7,2025-05-20 22:49:17,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-9AF91E9C,EMP06,Transporte_06 S.L.,EMP06-U35,Girona,740 Almoradí-Formentera – 770 El Pilar de la Horadada (Norte),740 Almoradí-Formentera,770 El Pilar de la Horadada (Norte)
Peaje,Estatal,AP-61,2025-01-07 10:42:37,A,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-3255F33D,EMP06,Transporte_06 S.L.,EMP06-U35,MADRID,Otero de Herreros – Hontoria,Otero de Herreros,Hontoria
Peaje,Estatal,AP-66,2025-04-24 21:06:01,A,"9,95 €",IVA incluido,Efectivo,PASO-F9D5651F,EMP06,Transporte_06 S.L.,EMP06-U35,Principado de Asturias,Oblanca – León,Oblanca,León
Peaje,Estatal,AP-7,2025-04-16 09:26:57,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-4568D9C9,EMP06,Transporte_06 S.L.,EMP06-U35,MALAGA,751 Los Montesinos – 777 El Mirador-Colonia Ruiz de Alda,751 Los Montesinos,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-7,2025-06-02 15:30:51,A,"5,50 €",IVA incluido,Efectivo,PASO-934EB2D0,EMP06,Transporte_06 S.L.,EMP06-U35,ALICANTE,751 Los Montesinos – 777 El Mirador-Colonia Ruiz de Alda,751 Los Montesinos,777 El Mirador-Colonia Ruiz de Alda
Peaje,Estatal,AP-61,2025-03-11 04:29:10,A,"1,55 €",IVA incluido,Tarjeta de empresa,PASO-50171E23,EMP06,Transporte_06 S.L.,EMP06-U35,Madrid,Ortigosa del Monte – Hontoria,Ortigosa del Monte,Hontoria
Peaje,Estatal,AP-7,2025-05-25 10:45:36,A,"2,15 €",IVA incluido,Tarjeta de empresa,PASO-5CE620A5,EMP06,Transporte_06 S.L.,EMP06-U35,Barcelona,San Pedro de Alcantara – Estepona,San Pedro de Alcantara,Estepona
Peaje,Estatal,AP-66,2025-05-27 08:09:29,A,"9,80 €",IVA incluido,Tarjeta de empresa,PASO-499D33A2,EMP06,Transporte_06 S.L.,EMP06-U35,León,Campomanes – La Magdalena,Campomanes,La Magdalena
Peaje,Estatal,AP-7,2025-05-15 15:00:05,A,"7,65 €",IVA incluido,Tarjeta de empresa,PASO-DAFB6468,EMP06,Transporte_06 S.L.,EMP06-U35,Barcelona,Málaga – San Pedro de Alcantara,Málaga,San Pedro de Alcantara
Peaje,Estatal,AP-61,2025-01-01 17:05:02,A,"2,85 €",IVA incluido,Tarjeta de empresa,PASO-6091A6C9,EMP06,Transporte_06 S.L.,EMP06-U35,Madrid,Conexión AP-6 (El Espinar) – Hontoria,Conexión AP-6 (El Espinar),Hontoria
Peaje,Estatal,AP-7,2025-03-26 05:59:23,A,"5,50 €",IVA incluido,Tarjeta de empresa,PASO-F57F50D8,EMP06,Transporte_06 S.L.,EMP06-U35,Girona,774 San Pedro del Pinatar (Norte) – 794 Los Alcazares (Sur),774 San Pedro del Pinatar (Norte),794 Los Alcazares (Sur)
Peaje,Estatal,AP-7,2025-04-27 13:34:23,A,"2,75 €",IVA incluido,Efectivo,PASO-54E29894,EMP06,Transporte_06 S.L.,EMP06-U35,Barcelona,763 La Zenia Urbanizaciones – 797 Torre del Negro,763 La Zenia Urbanizaciones,797 Torre del Negro
Peaje,Estatal,AP-7,2025-02-05 02:21:30,A,"2,75 €",IVA incluido,Efectivo,PASO-4728BC07,EMP06,Transporte_06 S.L.,EMP06-U35,Barcelona,758 San Miguel de Salinas-Torrevieja – 763 La Zenia Urbanizaciones,758 San Miguel de Salinas-Torrevieja,763 La Zenia Urbanizaciones
